Camera,Trial,Arena,Date,Day,Origin,Mark,Sex,Fish_ID,Group,Tank,Notes,tot_dist,mean_velocity,high_dur,mid_dur,low_dur,freezing_dur,arena_dur
None,15,3,2/03/2020,Monday,WCA,Red.Gre,male,a9680,Within Control,Tall,,2571.68,5.84473,160.48,97.52,182.08,0.08,440.08
None,15,4,2/03/2020,Monday,WCA,Red.Bla,male,a9676,Within Control,Tall,,1045.88,2.37701,0,0,440.08,70.16,440.08
None,15,5,2/03/2020,Monday,WCA,Red.Yel,female,a9678,Within Control,Tall,,1969.15,4.47534,139.76,73.52,226.8,0,440.08
None,15,6,2/03/2020,Monday,WCA,Gre.Pur,female,a9556,Within Control,Tall,,2690.1,6.11386,144.8,140.72,154.56,0.24,440.08
None,16,1,2/03/2020,Monday,WCA,Ora.Blu,female,a9607,Within Control,Tall,,2178.05,4.95101,134.24,114.24,191.52,0.24,440
None,16,2,2/03/2020,Monday,WCA,Pur._,male,a9562,Within Control,Tall,,44.3564,0.10081,0,0,440.08,411.04,440.08
None,16,3,2/03/2020,Monday,WCA,Ora.Red,male,a9606,Within Control,Tall,,1748.47,3.97379,35.6,72.8,331.68,0.48,440.08
None,16,4,2/03/2020,Monday,WCA,Gre.Bla,male,a9554,Within Control,Tall,,1662.51,3.77843,190.72,126.88,122.48,0.4,440.08
None,16,5,2/03/2020,Monday,WCA,Blu.Yel,female,a9577,Within Control,Tall,,1766.44,4.01464,44.96,57.04,338.08,1.44,440.08
None,16,6,2/03/2020,Monday,WCA,Pur.Red,female,a9566,Within Control,Tall,,1596.72,3.62891,46.64,37.2,356.24,0.32,440.08
None,17,1,2/03/2020,Monday,WCA,Ora.Ora,male,a9706,Within Control,Tall,,1952.76,4.43809,34.56,56.96,348.56,0.4,440.08
None,17,2,2/03/2020,Monday,WCA,Ora.Whi,male,a9611,Within Control,Tall,,2214.7,5.0334,81.76,120.96,237.36,0.08,440.08
None,17,3,2/03/2020,Monday,WCA,Red.Ora,male,a9681,Within Control,Tall,,699.378,1.5895,0,0,440.08,46.96,440.08
None,17,4,2/03/2020,Monday,WCA,Pin.Gre,male,a9588,Within Control,Tall,,1223.65,2.78103,11.44,30.08,398.56,1.6,440.08
None,17,5,2/03/2020,Monday,WCA,Red.Whi,female,a9679,Within Control,Tall,,1327.21,3.01638,34.24,77.04,328.8,13.2,440.08
None,17,6,2/03/2020,Monday,WCA,Ora.Gre,female,a9603,Within Control,Tall,,1780.38,4.0478,0,29.2,410.72,0.32,439.92
None,18,1,2/03/2020,Monday,WCA,Gre.Bro,male,a9558,Within Control,Tall,,3004.42,6.82824,285.6,103.92,50.4,0.08,440.08
None,18,2,2/03/2020,Monday,WCA,Gre.Blu,female,a9553,Within Control,Tall,,2571.5,5.84431,138.32,105.12,196.64,0.8,440.08
None,18,3,2/03/2020,Monday,MB,Red.Pin,male,a9755,Maternal,Tall,,2177.79,4.94951,169.28,89.92,180.88,0.08,440.08
None,18,4,2/03/2020,Monday,MB,_.Ora,female,a10198,Maternal,Tall,,1632.96,3.71127,202.24,133.76,104.08,16.8,440.08
None,18,5,2/03/2020,Monday,MB,Gre.Ora,female,a9868,Maternal,Tall,,2381.1,5.4116,74.88,84.32,280.88,0.16,440.08
None,18,6,2/03/2020,Monday,MB,Bla.Gre,female,a9787,Maternal,Tall,,2333.01,5.30229,148.24,79.04,212.8,0.24,440.08
None,19,1,2/03/2020,Monday,MB,_.Blu,male,a9844,Maternal,Tall,,1535.95,3.49079,108.56,64.16,267.2,2.4,440.08
None,19,2,2/03/2020,Monday,MB,Blu.Blu,male,a9843,Maternal,Tall,,84.9706,0.193115,0,0,440.08,336.16,440.08
None,19,3,2/03/2020,Monday,MB,Red.Bla,male,a9756,Maternal,Tall,,2492.15,5.66398,76.08,133.6,230.4,0.08,440.08
None,19,4,2/03/2020,Monday,MB,Ora.Yel,male,a9813,Maternal,Tall,wrong label,2384.68,5.42269,141.52,91.28,207.28,0.08,440.08
None,19,5,2/03/2020,Monday,MB,Pur.Pin,male,a9824,Maternal,Tall,,2583.12,5.87073,154.72,81.12,204.24,0.08,440.08
None,19,6,2/03/2020,Monday,MB,Gre.Pur,female,a9867,Maternal,Tall,,2114.05,4.80902,91.44,72.08,276.48,0.24,440
None,20,1,2/03/2020,Monday,MB,Yel.Ora,female,a9778,Maternal,Tall,,2402.68,5.46064,47.84,86.88,305.36,0.88,440.08
None,20,2,2/03/2020,Monday,MB,Pin.Whi,female,a9862,Maternal,Tall,,2441.2,5.54817,98.08,65.76,276.24,0.48,440.08
None,20,3,2/03/2020,Monday,MB,Red._,male,a9752,Maternal,Tall,,1542.01,3.50457,30.56,111.2,298.32,0.72,440.08
None,20,4,2/03/2020,Monday,MB,Pin.Yel,female,a9854,Maternal,Tall,,2962.48,6.74027,248,101.44,90.64,0,440.08
None,20,5,2/03/2020,Monday,MB,Ora.Pur,male,a9821,Maternal,Tall,,2107.24,4.78917,141.44,104.32,194.32,0,440.08
None,20,6,2/03/2020,Monday,MB,Yel.Bla,female,a9777,Maternal,Tall,,1943.15,4.41624,24.8,74.64,340.64,0.48,440.08
None,21,1,2/03/2020,Monday,MB,Yel.Yel,male,a9765,Maternal,Tall,,1777.06,4.03878,103.36,103.76,232.96,0.4,440.08
None,21,2,2/03/2020,Monday,MB,_.Red,male,a9849,Maternal,Tall,,1385.42,3.14867,15.2,51.2,373.68,2.56,440.08
None,21,3,2/03/2020,Monday,MB,_._,female,a9774,Maternal,Tall,,2103.53,4.78074,166.72,69.6,203.76,0.24,440.08
None,21,4,2/03/2020,Monday,MB,Blu.Gre,male,a9846,Maternal,Tall,,2093.42,4.7595,70.96,92.4,276.72,0.96,440.08
None,21,5,2/03/2020,Monday,WTA,Pin.Gre,female,a10087,Within Treatment,Tall,,8.6507,0.0196607,0,0,440.08,439.04,440.08
None,21,6,2/03/2020,Monday,WTA,Ora.Bro,male,a10070,Within Treatment,Tall,,2279.9,5.19104,118.8,112.8,208.32,0.32,439.92
None,22,1,2/03/2020,Monday,WTA,Red.Bla,female,a10164,Within Treatment,Tall,,2341.83,5.32234,164.16,92.56,183.36,0.08,440.08
None,22,2,2/03/2020,Monday,WTA,Blu.Blu,female,a10046,Within Treatment,Tall,,2551.37,5.79857,135.36,117.68,187.04,0.4,440.08
None,22,3,2/03/2020,Monday,WTA,Red.Whi,female,a10172,Within Treatment,Tall,,2080.57,4.72857,113.28,119.04,207.76,1.04,440.08
None,22,4,2/03/2020,Monday,WTA,Pur.Blu,female,a10079,Within Treatment,Tall,,2957.08,6.7985,313.92,71.84,53.44,0.16,439.2
None,22,5,2/03/2020,Monday,WTA,Blu._,female,a10039,Within Treatment,Tall,,2555.16,5.80718,195.68,60,184.4,0.16,440.08
None,22,6,2/03/2020,Monday,WTA,Bro.Bro,male,a10201,Within Treatment,Tall,,2332.1,5.30022,348.32,49.68,42.08,0.24,440.08
None,23,1,2/03/2020,Monday,WTA,Gre.Blu,female,a10041,Within Treatment,Tall,,2164.02,4.91822,61.52,106.72,271.84,0.08,440.08
None,23,2,2/03/2020,Monday,WTA,Pin.Bla,male,a10092,Within Treatment,Tall,,1584.58,3.60132,26.16,47.84,366.08,1.12,440.08
None,23,3,2/03/2020,Monday,WTA,Whi.Yel,male,a10157,Within Treatment,Tall,,1897.59,4.3127,105.92,107.92,226.24,1.28,440.08
None,23,4,2/03/2020,Monday,WTA,Yel._,male,a10095,Within Treatment,Tall,,2859.48,6.51659,123.28,117.36,199.44,0.32,440.08
None,23,5,2/03/2020,Monday,WTA,Blu.Yel,male,a10055,Within Treatment,Tall,,2164.39,4.91906,130.64,85.52,223.92,0.24,440.08
None,23,6,2/03/2020,Monday,WTA,Whi.Pur,female,a10158,Within Treatment,Tall,,256.711,0.583434,0,0,440.08,303.6,440.08
None,24,1,2/03/2020,Monday,WTA,Pin.Blu,male,a10090,Within Treatment,Tall,,3144.43,7.14642,142.24,138.8,159.04,0.24,440.08
None,24,2,2/03/2020,Monday,WTA,Pur._,male,a10077,Within Treatment,Tall,,1657.23,3.76642,74.56,111.44,254.08,0.8,440.08
None,24,3,2/03/2020,Monday,WTA,Gre.Gre,female,a10034,Within Treatment,Tall,,1036.11,2.3548,0,3.92,436.16,96.56,440.08
None,24,4,2/03/2020,Monday,WTA,Ora.Red,male,a10064,Within Treatment,Tall,,2052.73,4.67294,80.96,134.88,224.08,0,439.92
None,24,5,2/03/2020,Monday,WTA,Red.Pur,male,a10166,Within Treatment,Tall,,144.155,0.327625,0,0,440.08,393.68,440.08
None,24,6,2/03/2020,Monday,WTA,Gre.Pin,female,a10036,Within Treatment,Tall,,2457.16,5.5865,90.16,72.8,277.12,0.16,440.08
None,25,1,2/03/2020,Monday,PB,Whi._,female,a9924,Paternal,Tall,,2404.08,5.46382,173.52,128.32,138.24,0.4,440.08
None,25,2,2/03/2020,Monday,PB,_.Red,female,a9903,Paternal,Tall,,416.583,0.946779,0,0,440.08,175.68,440.08
None,25,3,2/03/2020,Monday,PB,_.Pur,male,a9981,Paternal,Tall,probs female,2223.46,5.05331,79.44,86.64,274,2.88,440.08
None,25,4,2/03/2020,Monday,PB,Red._,male,a9941,Paternal,Tall,,2288.46,5.20862,221.28,76.72,142,0.24,440
None,25,5,2/03/2020,Monday,PB,Yel.Gre,male,a9901,Paternal,Tall,,2051.67,4.66289,117.28,110.96,211.84,0.08,440.08
None,25,6,2/03/2020,Monday,PB,Pin.Gre,female,a9952,Paternal,Tall,,988.432,2.24644,21.36,17.52,401.2,24.8,440.08
None,26,1,2/03/2020,Monday,PB,Whi.Ora,female,a9927,Paternal,Tall,,1314.5,2.98749,28.24,24.88,386.96,14.48,440.08
None,26,2,2/03/2020,Monday,PB,Blu.Gre,male,a9983,Paternal,Tall,,340.635,0.774171,0,0,440.08,289.84,440.08
None,26,3,2/03/2020,Monday,PB,Red.Bla,male,a9949,Paternal,Tall,,1865.25,4.23919,109.92,143.52,186.64,1.44,440.08
None,26,4,2/03/2020,Monday,PB,Yel.Pur,female,a9899,Paternal,Tall,,1956.66,4.44937,47.04,67.6,325.44,0.72,440.08
None,26,5,2/03/2020,Monday,PB,Pur.Pur,female,a9982,Paternal,Tall,,1521.97,3.45903,72.4,48.08,319.6,0.48,440.08
None,26,6,2/03/2020,Monday,PB,Bro._,male,a9908,Paternal,Tall,,2130,4.84091,106.24,111.12,222.72,0.72,440.08
None,27,1,2/03/2020,Monday,PB,Bro.Bro,female,a9910,Paternal,Tall,,1173.25,2.66647,0,1.36,438.72,0.32,440.08
None,27,2,2/03/2020,Monday,PB,Red.Yel,male,a9947,Paternal,Tall,,933.652,2.12194,30.4,51.76,357.92,109.28,440.08
None,27,3,2/03/2020,Monday,PB,Bla.Whi,female,a9923,Paternal,Tall,,2035.39,4.6259,294.24,54.96,90.88,0.4,440.08
None,27,4,2/03/2020,Monday,PB,Blu.Blu,male,a9973,Paternal,Tall,,1491.04,3.38873,238.24,80.4,121.44,4.16,440.08
None,27,5,2/03/2020,Monday,PB,Pin.Ora,female,a9953,Paternal,Tall,,1458.15,3.31399,28.16,50.72,361.2,0.96,440.08
None,27,6,2/03/2020,Monday,PB,Blu.Pur,male,a9975,Paternal,Tall,,674.279,1.53245,0,0,440.08,130.72,440.08
None,28,1,2/03/2020,Monday,PB,Bro.Blu,male,a9937,Paternal,Tall,,1600.87,3.63835,0,0,440.08,0.24,440.08
None,28,2,2/03/2020,Monday,PB,_.Ora,female,a9964,Paternal,Tall,,1105.06,2.5115,28.16,40.24,371.68,92.16,440.08
1,1,1,6/03/2020,Friday,WCA,Ora.Gre,female,a9603,Within Control,Tall,,1947.36,4.76454,129.6,180.4,126.24,0.16,436.24
1,1,2,6/03/2020,Friday,WCA,Red.Yel,female,a9678,Within Control,Tall,,2345.74,5.37126,173.6,114.48,151.92,1.6,440
1,1,3,6/03/2020,Friday,WCA,Gre.Bro,male,a9558,Within Control,Tall,,3177,7.32838,220.8,163.68,55.6,0.88,440.08
1,1,4,6/03/2020,Friday,WCA,Pur.Red,female,a9566,Within Control,Tall,,2261.07,5.1388,76.08,118.8,245.2,0.24,440.08
2,1,5,6/03/2020,Friday,WCA,Ora.Ora,male,a9706,Within Control,Tall,,1181.03,4.99251,48.08,59.6,250.72,3.12,358.4
2,1,6,6/03/2020,Friday,WCA,Gre.Blu,female,a9553,Within Control,Tall,Jumped,1012.35,3.27155,60.24,49.84,290,0.32,400.08
2,1,7,6/03/2020,Friday,WCA,Red.Whi,female,a9679,Within Control,Tall,,1969.71,6.18938,120.56,83.12,211.12,1.12,414.8
2,1,8,6/03/2020,Friday,WCA,Pin.Gre,male,a9588,Within Control,Tall,,1206.16,3.44381,302.96,54.72,70.32,0.8,428
1,2,1,6/03/2020,Friday,WCA,Pur._,male,a9562,Within Control,Tall,,478.966,1.09054,0,0,440.08,2.64,440.08
1,2,2,6/03/2020,Friday,WCA,Blu.Yel,female,a9577,Within Control,Tall,,2381.85,5.52992,112.4,165.6,161.76,0.16,439.76
1,2,3,6/03/2020,Friday,WCA,Red.Bla,male,a9676,Within Control,Tall,,631.611,1.43993,0,0,439.76,241.76,439.76
1,2,4,6/03/2020,Friday,WCA,Red.Pin,female,a9673,Within Control,Tall,,2968.93,6.7722,89.76,221.12,129.12,0.08,440
2,2,5,6/03/2020,Friday,WCA,Red.Ora,male,a9681,Within Control,Tall,,1890.36,5.42832,19.6,28.56,377.04,0.72,425.2
2,2,6,6/03/2020,Friday,WCA,Ora.Whi,male,a9611,Within Control,Tall,,1812.03,4.33002,30.4,59.44,349.52,4.8,439.36
2,2,7,6/03/2020,Friday,WCA,Gre.Bla,male,a9554,Within Control,Tall,,2549.57,5.83266,165.12,94.08,180.88,0.08,440.08
2,2,8,6/03/2020,Friday,WCA,Ora.Red,male,a9606,Within Control,Tall,,1529.12,5.80618,100.32,64.96,236.56,0.24,401.84
1,3,1,6/03/2020,Friday,WCA,Red.Gre,male,a9680,Within Control,Tall,,2622.08,5.97449,47.6,84.32,308.16,0,440.08
1,3,2,6/03/2020,Friday,WCA,Whi.Yel,female,a9599,Within Control,Tall,,2874.41,6.54346,84.8,95.04,260.24,0,440.08
1,3,3,6/03/2020,Friday,WCA,Ora.Blu,female,a9607,Within Control,Tall,,2357.29,5.70054,139.36,116,183.76,0.16,439.12
1,3,4,6/03/2020,Friday,WCA,Gre.Pur,female,a9556,Within Control,Tall,,3060.84,6.95646,59.6,154.72,225.76,0,440.08
2,3,5,6/03/2020,Friday,MB,Red.Pin,male,a9755,Maternal,Tall,,1985.64,6.08944,191.6,90.88,132.48,0.56,414.96
2,3,6,6/03/2020,Friday,MB,Ora.Yel,male,a9813,Maternal,Tall,wrong label,1972.72,7.05754,130.48,82.64,190.08,0.24,403.2
2,3,7,6/03/2020,Friday,MB,Red._,male,a9752,Maternal,Tall,wrong label,964.286,4.47922,9.68,37.12,305.76,0.16,352.56
2,3,8,6/03/2020,Friday,MB,_.Ora,female,a10198,Maternal,Tall,,1949.89,6.73862,212,74.16,110.8,0,396.96
