Camera,Trial,Arena,Date,Day,Origin,Mark,Sex,Fish_ID,Group,Tank,Notes,tot_dist,mean_velocity,high_dur,mid_dur,low_dur,freezing_dur,arena_dur
2,13,7,9/03/2020,Monday,WTA,Yel._,male,a10095,Within Treatment,Old,,2947.4,6.70108,26.24,64.96,348.88,0.32,440.08
2,13,8,9/03/2020,Monday,WTA,Pin.Bla,male,a10092,Within Treatment,Old,,1840.16,4.18446,9.04,17.68,413.36,109.92,440.08
2,14,5,9/03/2020,Monday,WTA,Blu._,female,a10039,Within Treatment,Old,,1774.77,4.03356,119.92,176.96,143.2,0.56,440.08
2,14,6,9/03/2020,Monday,WTA,Ora.Red,male,a10064,Within Treatment,Old,,2305.4,5.23955,29.2,42.24,368.64,0.56,440.08
2,14,7,9/03/2020,Monday,WTA,Blu.Blu,female,a10046,Within Treatment,Old,,2397.96,5.44992,36.96,52.08,351.04,0.96,440.08
2,14,8,9/03/2020,Monday,WTA,Bro.Bro,male,a10201,Within Treatment,Old,,2785.08,6.32973,45.84,71.04,323.2,0.4,440.08
2,15,5,9/03/2020,Monday,WTA,Blu.Yel,male,a10055,Within Treatment,Old,,1707.93,3.88166,52.64,99.52,287.92,0.16,440.08
2,15,6,9/03/2020,Monday,WTA,Gre.Gre,female,a10034,Within Treatment,Old,,2480.85,5.6383,146.88,92.72,200.48,0.64,440.08
2,15,7,9/03/2020,Monday,WTA,Pur._,male,a10077,Within Treatment,Old,,2372.95,5.39306,62.16,54.4,323.52,0.4,440.08
2,15,8,9/03/2020,Monday,WTA,Pur.Blu,female,a10079,Within Treatment,Old,,2378.39,5.40542,69.44,72.32,298.32,3.28,440.08
2,16,5,9/03/2020,Monday,MB,Pur.Pin,male,a9824,Maternal,Old,,2164.28,4.9215,52.72,88.96,298.4,0.08,440.08
2,16,6,9/03/2020,Monday,MB,_.Blu,male,a9844,Maternal,Old,,1419.88,3.227,99.12,133.2,207.76,1.12,440.08
2,16,7,9/03/2020,Monday,MB,Pin.Whi,female,a9862,Maternal,Old,,2278.01,5.17729,69.52,103.6,266.96,0.8,440.08
2,16,8,9/03/2020,Monday,MB,_.Ora,female,a10198,Maternal,Old,,2198.61,4.99683,42.48,85.52,312.08,0.4,440.08
2,17,5,9/03/2020,Monday,MB,Ora.Pur,male,a9821,Maternal,Old,,2401.75,5.46051,6.56,46.96,386.56,0.56,440.08
2,17,6,9/03/2020,Monday,MB,_._,female,a9774,Maternal,Old,,2376.75,5.4017,0,0,440.08,150.16,440.08
2,17,7,9/03/2020,Monday,MB,Gre.Ora,female,a9868,Maternal,Old,,2907.26,6.60741,62.8,77.12,300.16,0.24,440.08
2,17,8,9/03/2020,Monday,MB,Gre.Pur,female,a9867,Maternal,Old,,568.715,1.34665,0,0,422.72,301.44,422.72
2,18,5,9/03/2020,Monday,WCA,Pur._,male,a9562,Within Control,Old,,1265.31,4.50738,0,0,283.2,138.4,283.2
2,18,6,9/03/2020,Monday,WCA,Red.Bla,male,a9676,Within Control,Old,,168.943,0.38396,0,0,440.08,407.76,440.08
2,18,7,9/03/2020,Monday,WCA,Red.Yel,female,a9678,Within Control,Old,wrong label,2780.05,6.31829,34.08,46.4,359.6,1.68,440.08
2,18,8,9/03/2020,Monday,WCA,Ora.Blu,female,a9607,Within Control,Old,,1556.9,3.53842,0,0,440.08,212.88,440.08
2,19,5,9/03/2020,Monday,WCA,Gre.Pur,female,a9556,Within Control,Old,,2298.83,5.22461,10.48,42.8,386.8,7.84,440.08
2,19,6,9/03/2020,Monday,WCA,Ora.Ora,male,a9706,Within Control,Old,,756.359,1.719,0,0.8,439.28,297.44,440.08
2,19,7,9/03/2020,Monday,WCA,Red.Ora,male,a9681,Within Control,Old,,876.945,1.99414,0,0,440.08,206.48,440.08
2,19,8,9/03/2020,Monday,WCA,Ora.Gre,female,a9603,Within Control,Old,wrong label,1039.16,2.36174,0,0,440.08,267.76,440.08
2,20,5,9/03/2020,Monday,WCA,Blu.Yel,female,a9577,Within Control,Old,,1699.84,3.86467,62.08,106.72,271.28,1.12,440.08
2,20,6,9/03/2020,Monday,WCA,Pin.Gre,male,a9588,Within Control,Old,,2149.64,4.88554,0,1.68,438.4,2.8,440.08
2,20,7,9/03/2020,Monday,WCA,Ora.Whi,male,a9611,Within Control,Old,,1520.62,4.54623,0,0,335.84,107.76,335.84
2,20,8,9/03/2020,Monday,WCA,Gre.Bla,male,a9554,Within Control,Old,,1901.67,4.32198,17.44,50.08,372.56,71.6,440.08
